FrameNumber,timeOnFrame,lastUpdated,SMI,SCI,STI,FTI,Turnouts,Tags
72381,0,,1,1,2,1,0,
72382,0,,1,1,2,1,0,
72383,0,,1,1,2,1,0,
72384,0,,1,1,2,1,0,
72385,0,,1,1,2,1,0,
72386,0,,1,1,2,1,0,
72387,0,,1,1,2,1,0,
72388,0,,1,1,2,1,0,
72389,0,,1,1,2,1,0,
72390,0,,1,1,2,1,0,
72391,0,,1,1,2,1,0,
72392,0,,1,1,2,1,0,
72393,0,,1,1,2,1,0,
72394,0,,1,1,2,1,0,
72395,0,,1,1,2,1,0,
72396,0,,1,1,2,1,0,
72397,0,,1,1,2,1,0,
72398,0,,1,1,2,1,0,
72399,0,,1,1,2,1,0,
72400,0,,1,1,2,1,0,
72401,0,,1,1,2,1,0,
72402,0,,1,1,2,1,0,
72403,0,,1,1,2,1,0,
72404,0,,1,1,2,1,0,
72405,0,,1,1,2,1,0,
72406,0,,1,1,2,1,0,
72407,0,,1,1,2,1,0,
72408,0,,1,1,2,1,0,
72409,0,,1,1,2,1,0,
72410,0,,1,1,2,1,0,
72411,0,,1,1,2,1,0,
72412,0,,1,1,2,1,0,
72413,0,,1,1,2,1,0,
72414,0,,1,1,2,1,0,
72415,0,,1,1,2,1,0,
72416,0,,1,1,2,1,0,
72417,0,,1,1,2,1,0,
72418,0,,1,1,2,1,0,
72419,0,,1,1,2,1,0,
72420,0,,1,1,2,1,0,
72421,0,,1,1,2,1,0,
72422,0,,1,1,2,1,0,
72423,0,,1,1,2,1,0,
72424,0,,1,1,2,1,0,
72425,0,,1,1,2,1,0,
72426,0,,1,1,2,1,0,
72427,0,,1,1,2,1,0,
72428,0,,1,1,2,1,0,
72429,0,,1,1,2,1,0,
72430,0,,1,1,2,1,0,
72431,0,,1,1,2,1,0,
72432,0,,1,1,2,1,0,
72433,0,,1,1,2,1,0,
72434,0,,1,1,2,1,0,
72435,0,,1,1,2,1,0,
72436,0,,1,1,2,1,0,
72437,0,,1,1,2,1,0,
72438,0,,1,1,2,1,0,
72439,0,,1,1,2,1,0,
72440,0,,1,1,2,1,0,
72441,0,,1,1,2,1,0,
72442,0,,1,1,2,1,0,
72443,0,,1,1,2,1,0,
72444,0,,1,1,2,1,0,
72445,0,,1,1,2,1,0,
72446,0,,1,1,2,1,0,
72447,0,,1,1,2,1,0,
72448,0,,1,1,2,1,0,
72449,0,,1,1,2,1,0,
72450,0,,1,1,2,1,0,
72451,0,,1,1,2,1,0,
72452,0,,1,1,2,1,0,
72453,0,,1,1,2,1,0,
72454,0,,1,1,2,1,0,
72455,0,,1,1,2,1,0,
72456,0,,1,1,2,1,0,
72457,0,,1,1,2,1,0,
72458,0,,1,1,2,1,0,
72459,0,,1,1,2,1,0,
72460,0,,1,1,2,1,0,
72461,0,,1,1,2,1,0,
72462,0,,1,1,2,1,0,
72463,0,,1,1,2,1,0,
72464,0,,1,1,2,1,0,
72465,0,,1,1,2,1,0,
72466,0,,1,1,2,1,0,
72467,0,,1,1,2,1,0,
72468,0,,1,1,2,1,0,
72469,0,,1,1,2,1,0,
72470,0,,1,1,2,1,0,
72471,0,,1,1,2,1,0,
72472,0,,1,1,2,1,0,
72473,0,,1,1,2,1,0,
72474,0,,1,1,2,1,0,
72475,0,,1,1,2,1,0,
72476,0,,1,1,2,1,0,
72477,0,,1,1,2,1,0,
72478,0,,1,1,2,1,0,
72479,0,,1,1,2,1,0,
72480,0,,1,1,2,1,0,
72481,0,,1,1,2,1,0,
72482,0,,1,1,2,1,0,
72483,0,,1,1,2,1,0,
72484,0,,1,1,2,1,0,
72485,0,,1,1,2,1,0,
72486,0,,1,1,2,1,0,
72487,0,,1,1,2,1,0,
72488,0,,1,1,2,1,0,
72489,0,,1,1,2,1,0,
72490,0,,1,1,2,1,0,
72491,0,,1,1,2,1,0,
72492,0,,1,1,2,1,0,
72493,0,,1,1,2,1,0,
72494,0,,1,1,2,1,0,
72495,0,,1,1,2,1,0,
72496,0,,1,1,2,1,0,
72497,0,,1,1,2,1,0,
72498,0,,1,1,2,1,0,
72499,0,,1,1,2,1,0,
72500,0,,1,1,2,1,0,
72501,0,,1,1,2,1,0,
72502,0,,1,1,2,1,0,
72503,0,,1,1,2,1,0,
72504,0,,1,1,2,1,0,
72505,0,,1,1,2,1,0,
72506,0,,1,1,2,1,0,
72507,0,,1,1,2,1,0,
72508,0,,1,1,2,1,0,
72509,0,,1,1,2,1,0,
72510,0,,1,1,2,1,0,
72511,0,,1,1,2,1,0,
72512,0,,1,1,2,1,0,
72513,0,,1,1,2,1,0,
72514,0,,1,1,2,1,0,
72515,0,,1,1,2,1,0,
72516,0,,1,1,2,1,0,
72517,0,,1,1,2,1,0,
72518,0,,1,1,2,1,0,
72519,0,,1,1,2,1,0,
72520,0,,1,1,2,1,0,
72521,0,,1,1,2,1,0,
72522,0,,1,1,2,1,0,
72523,0,,1,1,2,1,0,
72524,0,,1,1,2,1,0,
72525,0,,1,1,2,1,0,
72526,0,,1,1,2,1,0,
72527,0,,1,1,2,1,0,
72528,0,,1,1,2,1,0,
72529,0,,1,1,2,1,0,
72530,0,,1,1,2,1,0,
72531,0,,1,1,2,1,0,
72532,0,,1,1,2,1,0,
72533,0,,1,1,2,1,0,
72534,0,,1,1,2,1,0,
72535,0,,1,1,2,1,0,
72536,0,,1,1,2,1,0,
72537,0,,1,1,2,1,0,
72538,0,,1,1,2,1,0,
72539,0,,1,1,2,1,0,
72540,0,,1,1,2,1,0,
72541,0,,1,1,2,1,0,
72542,0,,1,1,2,1,0,
72543,0,,1,1,2,1,0,
72544,0,,1,1,2,1,0,
72545,0,,1,1,2,1,0,
72546,0,,1,1,2,1,0,
72547,0,,1,1,2,1,0,
72548,0,,1,1,2,1,0,
72549,0,,1,1,2,1,0,
72550,0,,1,1,2,1,0,
72551,0,,1,1,2,1,0,
72552,0,,1,1,2,1,0,
72553,0,,1,1,2,1,0,
72554,0,,1,1,2,1,0,
72555,0,,1,1,2,1,0,
72556,0,,1,1,2,1,0,
72557,0,,1,1,2,1,0,
72558,0,,1,1,2,1,0,
72559,0,,1,1,2,1,0,
72560,0,,1,1,2,1,0,
72561,0,,1,1,2,1,0,
72562,0,,1,1,2,1,0,
72563,0,,1,1,2,1,0,
72564,0,,1,1,2,1,0,
72565,0,,1,1,2,1,0,
72566,0,,1,1,2,1,0,
72567,0,,1,1,2,1,0,
72568,0,,1,1,2,1,0,
72569,0,,1,1,2,1,0,
72570,0,,1,1,2,1,0,
72571,0,,1,1,2,1,0,
72572,0,,1,1,2,1,0,
72573,0,,1,1,2,1,0,
72574,0,,1,1,2,1,0,
72575,0,,1,1,2,1,0,
72576,0,,1,1,2,1,0,
72577,0,,1,1,2,1,0,
72578,0,,1,1,2,1,0,
72579,0,,1,1,2,1,0,
72580,0,,1,1,2,1,0,
72581,0,,1,1,2,1,0,
72582,0,,1,1,2,1,0,
72583,0,,1,1,2,1,0,
72584,0,,1,1,2,1,0,
72585,0,,1,1,2,1,0,
72586,0,,1,1,2,1,0,
72587,0,,1,1,2,1,0,
72588,0,,1,1,2,1,0,
72589,0,,1,1,2,1,0,
72590,0,,1,1,2,1,0,
72591,0,,1,1,2,1,0,
72592,0,,1,1,2,1,0,
72593,0,,1,1,2,1,0,
72594,0,,1,1,2,1,0,
72595,0,,1,1,2,1,0,
72596,0,,1,1,2,1,0,
72597,0,,1,1,2,1,0,
72598,0,,1,1,2,1,0,
72599,0,,1,1,2,1,0,
72600,0,,1,1,2,1,0,
72601,0,,1,1,2,1,0,
72602,0,,1,1,2,1,0,
72603,0,,1,1,2,1,0,
72604,0,,1,1,2,1,0,
72605,0,,1,1,2,1,0,
72606,0,,1,1,2,1,0,
72607,0,,1,1,2,1,0,
72608,0,,1,1,2,1,0,
72609,0,,1,1,2,1,0,
72610,0,,1,1,2,1,0,
72611,0,,1,1,2,1,0,
72612,0,,1,1,2,1,0,
72613,0,,1,1,2,1,0,
72614,0,,1,1,2,1,0,
72615,0,,1,1,2,1,0,
72616,0,,1,1,2,1,0,
72617,0,,1,1,2,1,0,
72618,0,,1,1,2,1,0,
72619,0,,1,1,2,1,0,
72620,0,,1,1,2,1,0,
72621,0,,1,1,2,1,0,
72622,0,,1,1,2,1,0,
72623,0,,1,1,2,1,0,
72624,0,,1,1,2,1,0,
72625,0,,1,1,2,1,0,
72626,0,,1,1,2,1,0,
72627,0,,1,1,2,1,0,
72628,0,,1,1,2,1,0,
72629,0,,1,1,2,1,0,
72630,0,,1,1,2,1,0,
72631,0,,1,1,2,1,0,
72632,0,,1,1,2,1,0,
72633,0,,1,1,2,1,0,
72634,0,,1,1,2,1,0,
72635,0,,1,1,2,1,0,
72636,0,,1,1,2,1,0,
72637,0,,1,1,2,1,0,
72638,0,,1,1,2,1,0,
72639,0,,1,1,2,1,0,
72640,0,,1,1,2,1,0,
72641,0,,1,1,2,1,0,
72642,0,,1,1,2,1,0,
72643,0,,1,1,2,1,0,
72644,0,,1,1,2,1,0,
72645,0,,1,1,2,1,0,
72646,0,,1,1,2,1,0,
72647,0,,1,1,2,1,0,
72648,0,,1,1,2,1,0,
72649,0,,1,1,2,1,0,
72650,0,,1,1,2,1,0,
72651,0,,1,1,2,1,0,
72652,0,,1,1,2,1,0,
72653,0,,1,1,2,1,0,
72654,0,,1,1,2,1,0,
72655,0,,1,1,2,1,0,
72656,0,,1,1,2,1,0,
72657,0,,1,1,2,1,0,
72658,0,,1,1,2,1,0,
72659,0,,1,1,2,1,0,
72660,0,,1,1,2,1,0,
72661,0,,1,1,2,1,0,
72662,0,,1,1,2,1,0,
72663,0,,1,1,2,1,0,
72664,0,,1,1,2,1,0,
72665,0,,1,1,2,1,0,
72666,0,,1,1,2,1,0,
72667,0,,1,1,2,1,0,
72668,0,,1,1,2,1,0,
72669,0,,1,1,2,1,0,
72670,0,,1,1,2,1,0,
72671,0,,1,1,2,1,0,
72672,0,,1,1,2,1,0,
72673,0,,1,1,2,1,0,
72674,0,,1,1,2,1,0,
72675,0,,1,1,2,1,0,
72676,0,,1,1,2,1,0,
72677,0,,1,1,2,1,0,
72678,0,,1,1,2,1,0,
72679,0,,1,1,2,1,0,
72680,0,,1,1,2,1,0,
72681,0,,1,1,2,1,0,
72682,0,,1,1,2,1,0,
72683,0,,1,1,2,1,0,
72684,0,,1,1,2,1,0,
72685,0,,1,1,2,1,0,
72686,0,,1,1,2,1,0,
72687,0,,1,1,2,1,0,
72688,0,,1,1,2,1,0,
72689,0,,1,1,2,1,0,
72690,0,,1,1,2,1,0,
72691,0,,1,1,2,1,0,
72692,0,,1,1,2,1,0,
72693,0,,1,1,2,1,0,
72694,0,,1,1,2,1,0,
72695,0,,1,1,2,1,0,
72696,0,,1,1,2,1,0,
72697,0,,1,1,2,1,0,
72698,0,,1,1,2,1,0,
72699,0,,1,1,2,1,0,
72700,0,,1,1,2,1,0,
72701,0,,1,1,2,1,0,
72702,0,,1,1,2,1,0,
72703,0,,1,1,2,1,0,
72704,0,,1,1,2,1,0,
72705,0,,1,1,2,1,0,
72706,0,,1,1,2,1,0,
72707,0,,1,1,2,1,0,
72708,0,,1,1,2,1,0,
72709,0,,1,1,2,1,0,
72710,0,,1,1,2,1,0,
72711,0,,1,1,2,1,0,
72712,0,,1,1,2,1,0,
72713,0,,1,1,2,1,0,
72714,0,,1,1,2,1,0,
72715,0,,1,1,2,1,0,
72716,0,,1,1,2,1,0,
72717,0,,1,1,2,1,0,
72718,0,,1,1,2,1,0,
72719,0,,1,1,2,1,0,
72720,0,,1,1,2,1,0,
72721,0,,1,1,2,1,0,
72722,0,,1,1,2,1,0,
72723,0,,1,1,2,1,0,
72724,0,,1,1,2,1,0,
72725,0,,1,1,2,1,0,
72726,0,,1,1,2,1,0,
72727,0,,1,1,2,1,0,
72728,0,,1,1,2,1,0,
72729,0,,1,1,2,1,0,
72730,0,,1,1,2,1,0,
72731,0,,1,1,2,1,0,
72732,0,,1,1,2,1,0,
72733,0,,1,1,2,1,0,
72734,0,,1,1,2,1,0,
72735,0,,1,1,2,1,0,
72736,0,,1,1,2,1,0,
72737,0,,1,1,2,1,0,
72738,0,,1,1,2,1,0,
72739,0,,1,1,2,1,0,
72740,0,,1,1,2,1,0,
72741,0,,1,1,2,1,0,
72742,0,,1,1,2,1,0,
72743,0,,1,1,2,1,0,
72744,0,,1,1,2,1,0,
72745,0,,1,1,2,1,0,
72746,0,,1,1,2,1,0,
72747,0,,1,1,2,1,0,
72748,0,,1,1,2,1,0,
72749,0,,1,1,2,1,0,
72750,0,,1,1,2,1,0,
72751,0,,1,1,2,1,0,
72752,0,,1,1,2,1,0,
72753,0,,1,1,2,1,0,
72754,0,,1,1,2,1,0,
72755,0,,1,1,2,1,0,
72756,0,,1,1,2,1,0,
72757,0,,1,1,2,1,0,
72758,0,,1,1,2,1,0,
72759,0,,1,1,2,1,0,
72760,0,,1,1,2,1,0,
72761,0,,1,1,2,1,0,
72762,0,,1,1,2,1,0,
72763,0,,3,1,2,1,0,
72764,0,,1,1,2,1,0,
72765,0,,1,1,2,1,0,
72766,0,,1,1,2,1,0,
72767,0,,1,1,2,1,0,
72768,0,,1,1,2,1,0,
72769,0,,1,1,2,1,0,
72770,0,,1,1,2,1,0,
72771,0,,1,1,2,1,0,
72772,0,,1,1,2,1,0,
72773,0,,1,1,2,1,0,
72774,0,,1,1,2,1,0,
72775,0,,1,1,2,1,0,
72776,0,,1,1,2,1,0,
72777,0,,1,1,2,1,0,
72778,0,,1,1,2,1,0,
72779,0,,1,1,2,1,0,
72780,0,,1,1,2,1,0,
72781,0,,1,1,2,1,0,
72782,0,,1,1,2,1,0,
72783,0,,1,1,2,1,0,
72784,0,,1,1,2,1,0,
72785,0,,1,1,2,1,0,
72786,0,,1,1,2,1,0,
72787,0,,1,1,2,1,0,
72788,0,,1,1,2,1,0,
72789,0,,1,1,2,1,0,
72790,0,,1,1,2,1,0,
72791,0,,1,1,2,1,0,
72792,0,,1,1,2,1,0,
72793,0,,1,1,2,1,0,
72794,0,,1,1,2,1,0,
72795,0,,1,1,2,1,0,
72796,0,,1,1,2,1,0,
72797,0,,1,1,2,1,0,
72798,0,,1,1,2,1,0,
72799,0,,1,1,2,1,0,
72800,0,,1,1,2,1,0,
72801,0,,1,1,2,1,0,
72802,0,,1,1,2,1,0,
72803,0,,1,1,2,1,0,
72804,0,,1,1,2,1,0,
72805,0,,1,1,2,1,0,
72806,0,,1,1,2,1,0,
72807,0,,1,1,2,1,0,
72808,0,,1,1,2,1,0,
72809,0,,1,1,2,1,0,
72810,0,,1,1,2,1,0,
72811,0,,1,1,2,1,0,
72812,0,,1,1,2,1,0,
72813,0,,1,1,2,1,0,
72814,0,,1,1,2,1,0,
72815,0,,1,1,2,1,0,
72816,0,,1,1,2,1,0,
72817,0,,1,1,2,1,0,
72818,0,,1,1,2,1,0,
72819,0,,1,1,2,1,0,
72820,0,,1,1,2,1,0,
72821,0,,1,1,2,1,0,
72822,0,,1,1,2,1,0,
72823,0,,1,1,2,1,0,
72824,0,,1,1,2,1,0,
72825,0,,1,1,2,1,0,
72826,0,,1,1,2,1,0,
72827,0,,1,1,2,1,0,
72828,0,,1,1,2,1,0,
72829,0,,1,1,2,1,0,
72830,0,,1,1,2,1,0,
72831,0,,1,1,2,1,0,
72832,0,,1,1,2,1,0,
72833,0,,1,1,2,1,0,
72834,0,,1,1,2,1,0,
72835,0,,1,1,2,1,0,
72836,0,,1,1,2,1,0,
72837,0,,1,1,2,1,0,
72838,0,,1,1,2,1,0,
72839,0,,1,1,2,1,0,
72840,0,,1,1,2,1,0,
72841,0,,1,1,2,1,0,
72842,0,,1,1,2,1,0,
72843,0,,1,1,2,1,0,
72844,0,,1,1,2,1,0,
72845,0,,1,1,2,1,0,
72846,0,,1,1,2,1,0,
72847,0,,1,1,2,1,0,
72848,0,,1,1,2,1,0,
72849,0,,1,1,2,1,0,
72850,0,,1,1,2,1,0,
72851,0,,1,1,2,1,0,
72852,0,,1,1,2,1,0,
72853,0,,1,1,2,1,0,
72854,0,,1,1,2,1,0,
72855,0,,1,1,2,1,0,
72856,0,,1,1,2,1,0,
72857,0,,1,1,2,1,0,
72858,0,,1,1,2,1,0,
72859,0,,1,1,2,1,0,
72860,0,,1,1,2,1,0,
72861,0,,1,1,2,1,0,
72862,0,,1,1,2,1,0,
72863,0,,1,1,2,1,0,
72864,0,,1,1,2,1,0,
72865,0,,1,1,2,1,0,
72866,0,,1,1,2,1,0,
72867,0,,1,1,2,1,0,
72868,0,,1,1,2,1,0,
72869,0,,1,1,2,1,0,
72870,0,,1,1,2,1,0,
72871,0,,1,1,2,1,0,
72872,0,,1,1,2,1,0,
72873,0,,1,1,2,1,0,
72874,0,,1,1,2,1,0,
72875,0,,1,1,2,1,0,
72876,0,,1,1,2,1,0,
72877,0,,1,1,2,1,0,
72878,0,,1,1,2,1,0,
72879,0,,1,1,2,1,0,
72880,0,,1,1,2,1,0,
72881,0,,1,1,2,1,0,
72882,0,,1,1,2,1,0,
72883,0,,1,1,2,1,0,
72884,0,,1,1,2,1,0,
72885,0,,1,1,2,1,0,
72886,0,,1,1,2,1,0,
72887,0,,1,1,2,1,0,
72888,0,,1,1,2,1,0,
72889,0,,1,1,2,1,0,
72890,0,,1,1,2,1,0,
72891,0,,1,1,2,1,0,
72892,0,,1,1,2,1,0,
72893,0,,1,1,2,1,0,
72894,0,,1,0,2,1,0,
72895,0,,1,1,2,1,0,
72896,0,,1,0,2,1,0,
72897,0,,1,1,2,1,0,
72898,0,,1,1,2,1,0,
72899,0,,1,0,2,1,0,
72900,0,,1,0,2,1,0,
72901,0,,1,0,2,1,0,
72902,0,,1,0,2,1,0,
72903,0,,1,0,2,1,0,
72904,0,,1,1,2,1,0,
72905,0,,1,1,2,1,0,
72906,0,,1,1,2,1,0,
72907,0,,1,1,2,1,0,
72908,0,,1,1,2,1,0,
72909,0,,1,1,2,1,0,
72910,0,,1,1,2,1,0,
72911,0,,1,1,2,1,0,
72912,0,,1,1,2,1,0,
72913,0,,1,1,2,1,0,
72914,0,,1,1,2,1,0,
72915,0,,1,1,2,1,0,
72916,0,,1,1,2,1,0,
72917,0,,1,1,2,1,0,
72918,0,,1,1,2,1,0,
72919,0,,1,1,2,1,0,
72920,0,,1,1,2,1,0,
72921,0,,1,1,2,1,0,
72922,0,,1,1,2,1,0,
72923,0,,1,1,2,1,0,
72924,0,,1,1,2,1,0,
72925,0,,1,1,2,1,0,
72926,0,,1,1,2,1,0,
72927,0,,1,1,2,1,0,
72928,0,,1,1,2,1,0,
72929,0,,1,1,2,1,0,
72930,0,,1,1,2,1,0,
72931,0,,1,1,2,1,0,
72932,0,,1,1,2,1,0,
72933,0,,1,1,2,1,0,
72934,0,,1,1,2,1,0,
72935,0,,1,1,2,1,0,
72936,0,,1,1,2,1,0,
72937,0,,1,1,2,1,0,
72938,0,,1,1,2,1,0,
72939,0,,1,1,2,1,0,
72940,0,,1,1,2,1,0,
72941,0,,1,1,2,1,0,
72942,0,,1,1,2,1,0,
72943,0,,1,1,2,1,0,
72944,0,,1,1,2,1,0,
72945,0,,1,1,2,1,0,
72946,0,,1,1,2,1,0,
72947,0,,3,1,2,1,0,
72948,0,,2,1,2,1,0,
72949,0,,1,1,2,1,0,
72950,0,,1,1,2,1,0,
72951,0,,1,1,2,1,0,
72952,0,,1,1,2,1,0,
72953,0,,1,1,2,1,0,
72954,0,,1,1,2,1,0,
72955,0,,1,1,2,1,0,
72956,0,,1,1,2,1,0,
72957,0,,1,1,2,1,0,
72958,0,,1,1,2,1,0,
72959,0,,1,1,2,1,0,
72960,0,,1,1,2,1,0,
72961,0,,1,1,2,1,0,
72962,0,,1,1,2,1,0,
72963,0,,1,1,2,1,0,
72964,0,,1,1,2,1,0,
72965,0,,1,1,2,1,0,
72966,0,,1,1,2,1,0,
72967,0,,1,1,2,1,0,
72968,0,,1,1,2,1,0,
72969,0,,1,1,2,1,0,
72970,0,,1,1,2,1,0,
72971,0,,1,1,2,1,0,
72972,0,,1,1,2,1,0,
72973,0,,1,1,2,1,0,
72974,0,,1,1,2,1,0,
72975,0,,1,1,2,1,0,
72976,0,,2,1,2,1,0,
72977,0,,1,1,2,1,0,
72978,0,,1,1,2,1,0,
72979,0,,1,1,2,1,0,
72980,0,,1,1,2,1,0,
72981,0,,1,1,2,1,0,
72982,0,,1,1,2,1,0,
72983,0,,1,1,2,1,0,
72984,0,,1,1,2,1,0,
72985,0,,1,1,2,1,0,
72986,0,,1,1,2,1,0,
72987,0,,1,1,2,1,0,
72988,0,,1,1,2,1,0,
72989,0,,1,1,2,1,0,
72990,0,,1,1,2,1,0,
72991,0,,1,1,2,1,0,
72992,0,,1,1,2,1,0,
72993,0,,1,1,2,1,0,
72994,0,,1,1,2,1,0,
72995,0,,1,1,2,1,0,
72996,0,,1,1,2,1,0,
72997,0,,1,1,2,1,0,
72998,0,,1,1,2,1,0,
72999,0,,1,1,2,1,0,
73000,0,,1,1,2,1,0,
73001,0,,1,1,2,1,0,
73002,0,,1,1,2,1,0,
73003,0,,1,1,2,1,0,
73004,0,,1,1,2,1,0,
73005,0,,1,1,2,1,0,
73006,0,,1,1,2,1,0,
73007,0,,1,1,2,1,0,
73008,0,,1,1,2,1,0,
73009,0,,1,1,2,1,0,
73010,0,,1,1,2,1,0,
73011,0,,1,1,2,1,0,
73012,0,,1,1,2,1,0,
73013,0,,1,1,2,1,0,
73014,0,,1,1,2,1,0,
73015,0,,1,1,2,1,0,
73016,0,,1,1,2,1,0,
73017,0,,1,1,2,1,0,
73018,0,,1,1,2,1,0,
73019,0,,1,1,2,1,0,
73020,0,,1,1,2,1,0,
73021,0,,1,1,2,1,0,
73022,0,,1,1,2,1,0,
73023,0,,1,1,2,1,0,
73024,0,,1,1,2,1,0,
73025,0,,1,1,2,1,0,
73026,0,,1,1,2,1,0,
73027,0,,1,1,2,1,0,
73028,0,,1,1,2,1,0,
73029,0,,1,1,2,1,0,
73030,0,,1,1,2,1,0,
73031,0,,1,1,2,1,0,
73032,0,,1,1,2,1,0,
73033,0,,1,1,2,1,0,
73034,0,,1,1,2,1,0,
73035,0,,1,0,2,1,0,
73036,0,,1,1,2,1,0,
73037,0,,1,0,2,1,0,
73038,0,,1,0,0,1,0,
73039,0,,1,0,0,1,0,
73040,0,,1,0,0,1,0,
73041,0,,1,0,0,1,0,
73042,0,,1,0,0,1,0,
73043,0,,1,0,0,1,0,
73044,0,,1,0,0,1,0,
73045,0,,1,0,0,1,0,
73046,0,,1,0,0,1,0,
73047,0,,1,0,0,1,0,
73048,0,,1,0,0,1,0,
73049,0,,1,0,0,1,0,
73050,0,,1,0,0,1,0,
73051,0,,1,0,0,1,0,
73052,0,,1,0,0,1,0,
73053,0,,1,0,0,1,0,
73054,0,,1,0,0,1,0,
73055,0,,1,0,0,1,0,
73056,0,,1,0,2,1,0,
73057,0,,1,0,2,1,0,
73058,0,,1,1,2,1,0,
73059,0,,1,1,2,1,0,
73060,0,,1,1,2,1,0,
73061,0,,1,1,2,1,0,
73062,0,,1,1,2,1,0,
73063,0,,1,1,2,1,0,
73064,0,,1,1,2,1,0,
73065,0,,1,1,2,1,0,
73066,0,,1,1,2,1,0,
73067,0,,1,1,2,1,0,
73068,0,,1,1,2,1,0,
73069,0,,1,1,2,1,0,
73070,0,,1,1,2,1,0,
73071,0,,1,1,2,1,0,
73072,0,,1,1,2,1,0,
73073,0,,1,1,2,1,0,
73074,0,,1,1,2,1,0,
73075,0,,1,1,2,1,0,
73076,0,,1,1,2,1,0,
73077,0,,1,1,2,1,0,
73078,0,,1,1,2,1,0,
73079,0,,1,1,2,1,0,
73080,0,,1,1,2,1,0,
73081,0,,1,1,2,1,0,
73082,0,,1,1,2,1,0,
73083,0,,1,1,2,1,0,
73084,0,,1,1,2,1,0,
73085,0,,1,1,2,1,0,
73086,0,,1,1,2,1,0,
73087,0,,1,1,2,1,0,
73088,0,,1,1,2,1,0,
73089,0,,1,1,2,1,0,
73090,0,,1,1,2,1,0,
73091,0,,1,1,2,1,0,
73092,0,,1,1,2,1,0,
73093,0,,1,1,2,1,0,
73094,0,,1,1,2,1,0,
73095,0,,1,1,2,1,0,
73096,0,,1,1,2,1,0,
73097,0,,1,1,2,1,0,
73098,0,,1,1,2,1,0,
73099,0,,1,1,2,1,0,
73100,0,,1,1,2,1,0,
73101,0,,1,1,2,1,0,
73102,0,,1,1,2,1,0,
73103,0,,1,1,2,1,0,
73104,0,,1,1,2,1,0,
73105,0,,1,1,2,1,0,
73106,0,,1,1,2,1,0,
73107,0,,1,1,2,1,0,
73108,0,,1,1,2,1,0,
73109,0,,1,1,2,1,0,
73110,0,,1,1,2,1,0,
73111,0,,1,1,2,1,0,
73112,0,,3,1,2,1,0,
73113,0,,3,1,2,1,0,
73114,0,,2,1,2,1,0,
73115,0,,1,1,2,1,0,
73116,0,,1,1,2,1,0,
73117,0,,1,1,2,1,0,
73118,0,,1,0,2,1,0,
73119,0,,1,0,2,1,0,
73120,0,,1,0,2,1,0,
73121,0,,1,0,2,1,0,
73122,0,,1,0,2,1,0,
73123,0,,1,0,2,1,0,
73124,0,,1,0,2,1,0,
73125,0,,1,0,0,1,0,
73126,0,,2,1,2,1,0,
73127,0,,1,0,2,1,0,
73128,0,,1,0,2,1,0,
73129,0,,1,0,2,1,0,
73130,0,,1,1,2,1,0,
73131,0,,1,1,2,1,0,
73132,0,,1,1,2,1,0,
73133,0,,1,1,2,1,0,
73134,0,,1,1,2,1,0,
73135,0,,1,1,2,1,0,
73136,0,,1,1,2,1,0,
73137,0,,1,1,2,1,0,
73138,0,,1,1,2,1,0,
73139,0,,1,1,2,1,0,
73140,0,,1,1,2,1,0,
73141,0,,1,1,2,1,0,
73142,0,,1,1,2,1,0,
73143,0,,1,1,2,1,0,
73144,0,,1,1,2,1,0,
73145,0,,1,1,2,1,0,
73146,0,,1,1,2,1,0,
73147,0,,1,1,2,1,0,
73148,0,,1,1,2,1,0,
73149,0,,3,1,2,1,0,
73150,0,,3,1,2,1,0,
73151,0,,3,1,2,1,0,
73152,0,,3,1,2,1,0,
73153,0,,3,1,2,1,0,
73154,0,,1,1,2,1,0,
73155,0,,1,1,2,1,0,
73156,0,,1,1,2,1,0,
73157,0,,1,1,2,1,0,
73158,0,,1,1,2,1,0,
73159,0,,1,1,2,1,0,
73160,0,,1,1,2,1,0,
73161,0,,1,1,2,1,0,
73162,0,,1,1,2,1,0,
73163,0,,1,1,2,1,0,
73164,0,,1,1,2,1,0,
73165,0,,1,1,2,1,0,
73166,0,,1,1,2,1,0,
73167,0,,1,1,2,1,0,
73168,0,,1,1,2,1,0,
73169,0,,1,1,2,1,0,
73170,0,,1,1,2,1,0,
73171,0,,1,1,2,1,0,
73172,0,,1,1,2,1,0,
73173,0,,1,1,2,1,0,
73174,0,,1,1,2,1,0,
73175,0,,1,1,2,1,0,
73176,0,,1,1,2,1,0,
73177,0,,1,1,2,1,0,
73178,0,,1,1,2,1,0,
73179,0,,1,1,2,1,0,
73180,0,,1,1,2,1,0,
73181,0,,1,1,2,1,0,
73182,0,,1,1,2,1,0,
73183,0,,1,1,2,1,0,
73184,0,,1,1,2,1,0,
73185,0,,1,1,2,1,0,
73186,0,,1,1,2,1,0,
73187,0,,1,1,2,1,0,
73188,0,,1,1,2,1,0,
73189,0,,1,1,2,1,0,
73190,0,,1,1,2,1,0,
73191,0,,1,1,2,1,0,
73192,0,,1,1,2,1,0,
73193,0,,1,1,2,1,0,
73194,0,,1,1,2,1,0,
73195,0,,1,1,2,1,0,
73196,0,,1,1,2,1,0,
73197,0,,1,1,2,1,0,
73198,0,,1,1,2,1,0,
73199,0,,1,1,2,1,0,
73200,0,,1,1,2,1,0,
