FrameNumber,timeOnFrame,lastUpdated,SMI,SCI,STI,FTI,Turnouts,Tags
40176,0,,1,-1,-1,-1,-1,
40177,0,,1,-1,-1,-1,-1,
40178,0,,1,-1,-1,-1,-1,
40179,0,,1,-1,-1,-1,-1,
40180,0,,1,-1,-1,-1,-1,
40181,0,,1,-1,-1,-1,-1,
40182,0,,1,-1,-1,-1,-1,
40183,0,,1,-1,-1,-1,-1,
40184,0,,1,-1,-1,-1,-1,
40185,0,,1,-1,-1,-1,-1,
40186,0,,1,-1,-1,-1,-1,
40187,0,,1,-1,-1,-1,-1,
40188,0,,1,-1,-1,-1,-1,
40189,0,,1,-1,-1,-1,-1,
40190,0,,1,-1,-1,-1,-1,
40191,0,,1,-1,-1,-1,-1,
40192,0,,1,-1,-1,-1,-1,
40193,0,,1,-1,-1,-1,-1,
40194,0,,1,-1,-1,-1,-1,
40195,0,,1,-1,-1,-1,-1,
40196,0,,1,-1,-1,-1,-1,
40197,0,,1,-1,-1,-1,-1,
40198,0,,1,-1,-1,-1,-1,
40199,0,,1,-1,-1,-1,-1,
40200,0,,1,-1,-1,-1,-1,
40201,0,,1,-1,-1,-1,-1,
40202,0,,1,-1,-1,-1,-1,
40203,0,,1,-1,-1,-1,-1,
40204,0,,1,-1,-1,-1,-1,
40205,0,,1,-1,-1,-1,-1,
40206,0,,1,-1,-1,-1,-1,
40207,0,,1,-1,-1,-1,-1,
40208,0,,1,-1,-1,-1,-1,
40209,0,,1,-1,-1,-1,-1,
40210,0,,1,-1,-1,-1,-1,
40211,0,,1,-1,-1,-1,-1,
40212,0,,1,-1,-1,-1,-1,
40213,0,,1,-1,-1,-1,-1,
40214,0,,1,-1,-1,-1,-1,
40215,0,,1,-1,-1,-1,-1,
40216,0,,1,-1,-1,-1,-1,
40217,0,,1,-1,-1,-1,-1,
40218,0,,1,-1,-1,-1,-1,
40219,0,,1,-1,-1,-1,-1,
40220,0,,1,-1,-1,-1,-1,
40221,0,,1,-1,-1,-1,-1,
40222,0,,1,-1,-1,-1,-1,
40223,0,,1,-1,-1,-1,-1,
40224,0,,1,-1,-1,-1,-1,
40225,0,,1,-1,-1,-1,-1,
40226,0,,1,-1,-1,-1,-1,
40227,0,,1,-1,-1,-1,-1,
40228,0,,1,-1,-1,-1,-1,
40229,0,,1,-1,-1,-1,-1,
40230,0,,1,-1,-1,-1,-1,
40231,0,,1,-1,-1,-1,-1,
40232,0,,1,-1,-1,-1,-1,
40233,0,,1,-1,-1,-1,-1,
40234,0,,1,-1,-1,-1,-1,
40235,0,,1,-1,-1,-1,-1,
40236,0,,1,-1,-1,-1,-1,
40237,0,,1,-1,-1,-1,-1,
40238,0,,1,-1,-1,-1,-1,
40239,0,,1,-1,-1,-1,-1,
40240,0,,1,-1,-1,-1,-1,
40241,0,,1,-1,-1,-1,-1,
40242,0,,1,-1,-1,-1,-1,
40243,0,,1,-1,-1,-1,-1,
40244,0,,1,-1,-1,-1,-1,
40245,0,,1,-1,-1,-1,-1,
40246,0,,1,-1,-1,-1,-1,
40247,0,,1,-1,-1,-1,-1,
40248,0,,1,-1,-1,-1,-1,
40249,0,,1,-1,-1,-1,-1,
40250,0,,1,-1,-1,-1,-1,
40251,0,,1,-1,-1,-1,-1,
40252,0,,1,-1,-1,-1,-1,
40253,0,,1,-1,-1,-1,-1,
40254,0,,1,-1,-1,-1,-1,
40255,0,,1,-1,-1,-1,-1,
40256,0,,1,-1,-1,-1,-1,
40257,0,,1,-1,-1,-1,-1,
40258,0,,1,-1,-1,-1,-1,
40259,0,,1,-1,-1,-1,-1,
40260,0,,1,-1,-1,-1,-1,
40261,0,,1,-1,-1,-1,-1,
40262,0,,1,-1,-1,-1,-1,
40263,0,,1,-1,-1,-1,-1,
40264,0,,1,-1,-1,-1,-1,
40265,0,,1,-1,-1,-1,-1,
40266,0,,1,-1,-1,-1,-1,
40267,0,,1,-1,-1,-1,-1,
40268,0,,1,-1,-1,-1,-1,
40269,0,,1,-1,-1,-1,-1,
40270,0,,1,-1,-1,-1,-1,
40271,0,,1,-1,-1,-1,-1,
40272,0,,1,-1,-1,-1,-1,
40273,0,,1,-1,-1,-1,-1,
40274,0,,1,-1,-1,-1,-1,
40275,0,,1,-1,-1,-1,-1,
40276,0,,1,-1,-1,-1,-1,
40277,0,,1,-1,-1,-1,-1,
40278,0,,1,-1,-1,-1,-1,
40279,0,,1,-1,-1,-1,-1,
40280,0,,1,-1,-1,-1,-1,
40281,0,,1,-1,-1,-1,-1,
40282,0,,1,-1,-1,-1,-1,
40283,0,,1,-1,-1,-1,-1,
40284,0,,1,-1,-1,-1,-1,
40285,0,,1,-1,-1,-1,-1,
40286,0,,1,-1,-1,-1,-1,
40287,0,,1,-1,-1,-1,-1,
40288,0,,1,-1,-1,-1,-1,
40289,0,,1,-1,-1,-1,-1,
40290,0,,1,-1,-1,-1,-1,
40291,0,,1,-1,-1,-1,-1,
40292,0,,1,-1,-1,-1,-1,
40293,0,,1,-1,-1,-1,-1,
40294,0,,1,-1,-1,-1,-1,
40295,0,,1,-1,-1,-1,-1,
40296,0,,1,-1,-1,-1,-1,
40297,0,,1,-1,-1,-1,-1,
40298,0,,1,-1,-1,-1,-1,
40299,0,,1,-1,-1,-1,-1,
40300,0,,1,-1,-1,-1,-1,
40301,0,,1,-1,-1,-1,-1,
40302,0,,1,-1,-1,-1,-1,
40303,0,,1,-1,-1,-1,-1,
40304,0,,1,-1,-1,-1,-1,
40305,0,,1,-1,-1,-1,-1,
40306,0,,1,-1,-1,-1,-1,
40307,0,,1,-1,-1,-1,-1,
40308,0,,1,-1,-1,-1,-1,
40309,0,,1,-1,-1,-1,-1,
40310,0,,1,-1,-1,-1,-1,
40311,0,,1,-1,-1,-1,-1,
40312,0,,1,-1,-1,-1,-1,
40313,0,,1,-1,-1,-1,-1,
40314,0,,1,-1,-1,-1,-1,
40315,0,,1,-1,-1,-1,-1,
40316,0,,1,-1,-1,-1,-1,
40317,0,,1,-1,-1,-1,-1,
40318,0,,1,-1,-1,-1,-1,
40319,0,,1,-1,-1,-1,-1,
40320,0,,1,-1,-1,-1,-1,
40321,0,,1,-1,-1,-1,-1,
40322,0,,1,-1,-1,-1,-1,
40323,0,,1,-1,-1,-1,-1,
40324,0,,1,-1,-1,-1,-1,
40325,0,,1,-1,-1,-1,-1,
40326,0,,1,-1,-1,-1,-1,
40327,0,,1,-1,-1,-1,-1,
40328,0,,1,-1,-1,-1,-1,
40329,0,,1,-1,-1,-1,-1,
40330,0,,1,-1,-1,-1,-1,
40331,0,,1,-1,-1,-1,-1,
40332,0,,1,-1,-1,-1,-1,
40333,0,,1,-1,-1,-1,-1,
40334,0,,1,-1,-1,-1,-1,
40335,0,,1,-1,-1,-1,-1,
40336,0,,1,-1,-1,-1,-1,
40337,0,,1,-1,-1,-1,-1,
40338,0,,1,-1,-1,-1,-1,
40339,0,,1,-1,-1,-1,-1,
40340,0,,1,-1,-1,-1,-1,
40341,0,,1,-1,-1,-1,-1,
40342,0,,1,-1,-1,-1,-1,
40343,0,,1,-1,-1,-1,-1,
40344,0,,1,-1,-1,-1,-1,
40345,0,,1,-1,-1,-1,-1,
40346,0,,1,-1,-1,-1,-1,
40347,0,,1,-1,-1,-1,-1,
40348,0,,1,-1,-1,-1,-1,
40349,0,,1,-1,-1,-1,-1,
40350,0,,1,-1,-1,-1,-1,
40351,0,,1,-1,-1,-1,-1,
40352,0,,1,-1,-1,-1,-1,
40353,0,,1,-1,-1,-1,-1,
40354,0,,1,-1,-1,-1,-1,
40355,0,,1,-1,-1,-1,-1,
40356,0,,1,-1,-1,-1,-1,
40357,0,,1,-1,-1,-1,-1,
40358,0,,1,-1,-1,-1,-1,
40359,0,,1,-1,-1,-1,-1,
40360,0,,1,-1,-1,-1,-1,
40361,0,,1,-1,-1,-1,-1,
40362,0,,1,-1,-1,-1,-1,
40363,0,,1,-1,-1,-1,-1,
40364,0,,1,-1,-1,-1,-1,
40365,0,,1,-1,-1,-1,-1,
40366,0,,1,-1,-1,-1,-1,
40367,0,,1,-1,-1,-1,-1,
40368,0,,1,-1,-1,-1,-1,
40369,0,,1,-1,-1,-1,-1,
40370,0,,1,-1,-1,-1,-1,
40371,0,,1,-1,-1,-1,-1,
40372,0,,1,-1,-1,-1,-1,
40373,0,,1,-1,-1,-1,-1,
40374,0,,1,-1,-1,-1,-1,
40375,0,,1,-1,-1,-1,-1,
40376,0,,1,-1,-1,-1,-1,
40377,0,,1,-1,-1,-1,-1,
40378,0,,1,-1,-1,-1,-1,
40379,0,,1,-1,-1,-1,-1,
40380,0,,1,-1,-1,-1,-1,
40381,0,,1,-1,-1,-1,-1,
40382,0,,1,-1,-1,-1,-1,
40383,0,,1,-1,-1,-1,-1,
40384,0,,1,-1,-1,-1,-1,
40385,0,,1,-1,-1,-1,-1,
40386,0,,1,-1,-1,-1,-1,
40387,0,,1,-1,-1,-1,-1,
40388,0,,1,-1,-1,-1,-1,
40389,0,,1,-1,-1,-1,-1,
40390,0,,1,-1,-1,-1,-1,
40391,0,,1,-1,-1,-1,-1,
40392,0,,1,-1,-1,-1,-1,
40393,0,,1,-1,-1,-1,-1,
40394,0,,1,-1,-1,-1,-1,
40395,0,,1,-1,-1,-1,-1,
40396,0,,1,-1,-1,-1,-1,
40397,0,,1,-1,-1,-1,-1,
40398,0,,1,-1,-1,-1,-1,
40399,0,,1,-1,-1,-1,-1,
40400,0,,1,-1,-1,-1,-1,
40401,0,,1,-1,-1,-1,-1,
40402,0,,1,-1,-1,-1,-1,
40403,0,,1,-1,-1,-1,-1,
40404,0,,1,-1,-1,-1,-1,
40405,0,,1,-1,-1,-1,-1,
40406,0,,1,-1,-1,-1,-1,
40407,0,,1,-1,-1,-1,-1,
40408,0,,1,-1,-1,-1,-1,
40409,0,,1,-1,-1,-1,-1,
40410,0,,1,-1,-1,-1,-1,
40411,0,,1,-1,-1,-1,-1,
40412,0,,1,-1,-1,-1,-1,
40413,0,,1,-1,-1,-1,-1,
40414,0,,1,-1,-1,-1,-1,
40415,0,,1,-1,-1,-1,-1,
40416,0,,1,-1,-1,-1,-1,
40417,0,,1,-1,-1,-1,-1,
40418,0,,1,-1,-1,-1,-1,
40419,0,,1,-1,-1,-1,-1,
40420,0,,1,-1,-1,-1,-1,
40421,0,,1,-1,-1,-1,-1,
40422,0,,1,-1,-1,-1,-1,
40423,0,,1,-1,-1,-1,-1,
40424,0,,1,-1,-1,-1,-1,
40425,0,,1,-1,-1,-1,-1,
40426,0,,1,-1,-1,-1,-1,
40427,0,,1,-1,-1,-1,-1,
40428,0,,1,-1,-1,-1,-1,
40429,0,,1,-1,-1,-1,-1,
40430,0,,1,-1,-1,-1,-1,
40431,0,,1,-1,-1,-1,-1,
40432,0,,1,-1,-1,-1,-1,
40433,0,,1,-1,-1,-1,-1,
40434,0,,1,-1,-1,-1,-1,
40435,0,,1,-1,-1,-1,-1,
40436,0,,1,-1,-1,-1,-1,
40437,0,,1,-1,-1,-1,-1,
40438,0,,1,-1,-1,-1,-1,
40439,0,,1,-1,-1,-1,-1,
40440,0,,1,-1,-1,-1,-1,
40441,0,,1,-1,-1,-1,-1,
40442,0,,1,-1,-1,-1,-1,
40443,0,,1,-1,-1,-1,-1,
40444,0,,1,-1,-1,-1,-1,
40445,0,,1,-1,-1,-1,-1,
40446,0,,1,-1,-1,-1,-1,
40447,0,,1,-1,-1,-1,-1,
40448,0,,1,-1,-1,-1,-1,
40449,0,,1,-1,-1,-1,-1,
40450,0,,1,-1,-1,-1,-1,
40451,0,,1,-1,-1,-1,-1,
40452,0,,1,-1,-1,-1,-1,
40453,0,,1,-1,-1,-1,-1,
40454,0,,1,-1,-1,-1,-1,
40455,0,,1,-1,-1,-1,-1,
40456,0,,1,-1,-1,-1,-1,
40457,0,,1,-1,-1,-1,-1,
40458,0,,1,-1,-1,-1,-1,
40459,0,,1,-1,-1,-1,-1,
40460,0,,1,-1,-1,-1,-1,
40461,0,,1,-1,-1,-1,-1,
40462,0,,1,-1,-1,-1,-1,
40463,0,,1,-1,-1,-1,-1,
40464,0,,1,-1,-1,-1,-1,
40465,0,,1,-1,-1,-1,-1,
40466,0,,1,-1,-1,-1,-1,
40467,0,,1,-1,-1,-1,-1,
40468,0,,1,-1,-1,-1,-1,
40469,0,,1,-1,-1,-1,-1,
40470,0,,1,-1,-1,-1,-1,
40471,0,,1,-1,-1,-1,-1,
40472,0,,1,-1,-1,-1,-1,
40473,0,,1,-1,-1,-1,-1,
40474,0,,1,-1,-1,-1,-1,
40475,0,,1,-1,-1,-1,-1,
40476,0,,1,-1,-1,-1,-1,
40477,0,,1,-1,-1,-1,-1,
40478,0,,1,-1,-1,-1,-1,
40479,0,,1,-1,-1,-1,-1,
40480,0,,1,-1,-1,-1,-1,
40481,0,,1,-1,-1,-1,-1,
40482,0,,1,-1,-1,-1,-1,
40483,0,,1,-1,-1,-1,-1,
40484,0,,1,-1,-1,-1,-1,
40485,0,,1,-1,-1,-1,-1,
40486,0,,1,-1,-1,-1,-1,
40487,0,,1,-1,-1,-1,-1,
40488,0,,1,-1,-1,-1,-1,
40489,0,,1,-1,-1,-1,-1,
40490,0,,1,-1,-1,-1,-1,
40491,0,,1,-1,-1,-1,-1,
40492,0,,1,-1,-1,-1,-1,
40493,0,,1,-1,-1,-1,-1,
40494,0,,1,-1,-1,-1,-1,
40495,0,,1,-1,-1,-1,-1,
40496,0,,1,-1,-1,-1,-1,
40497,0,,1,-1,-1,-1,-1,
40498,0,,1,-1,-1,-1,-1,
40499,0,,1,-1,-1,-1,-1,
40500,0,,1,-1,-1,-1,-1,
40501,0,,1,-1,-1,-1,-1,
40502,0,,1,-1,-1,-1,-1,
40503,0,,1,-1,-1,-1,-1,
40504,0,,1,-1,-1,-1,-1,
40505,0,,1,-1,-1,-1,-1,
40506,0,,1,-1,-1,-1,-1,
40507,0,,1,-1,-1,-1,-1,
40508,0,,1,-1,-1,-1,-1,
40509,0,,1,-1,-1,-1,-1,
40510,0,,1,-1,-1,-1,-1,
40511,0,,1,-1,-1,-1,-1,
40512,0,,1,-1,-1,-1,-1,
40513,0,,1,-1,-1,-1,-1,
40514,0,,1,-1,-1,-1,-1,
40515,0,,1,-1,-1,-1,-1,
40516,0,,1,-1,-1,-1,-1,
40517,0,,1,-1,-1,-1,-1,
40518,0,,1,-1,-1,-1,-1,
40519,0,,1,-1,-1,-1,-1,
40520,0,,1,-1,-1,-1,-1,
40521,0,,1,-1,-1,-1,-1,
40522,0,,1,-1,-1,-1,-1,
40523,0,,1,-1,-1,-1,-1,
40524,0,,1,-1,-1,-1,-1,
40525,0,,1,-1,-1,-1,-1,
40526,0,,1,-1,-1,-1,-1,
40527,0,,1,-1,-1,-1,-1,
40528,0,,1,-1,-1,-1,-1,
40529,0,,1,-1,-1,-1,-1,
40530,0,,1,-1,-1,-1,-1,
40531,0,,1,-1,-1,-1,-1,
40532,0,,1,-1,-1,-1,-1,
40533,0,,1,-1,-1,-1,-1,
40534,0,,1,-1,-1,-1,-1,
40535,0,,1,-1,-1,-1,-1,
40536,0,,1,-1,-1,-1,-1,
40537,0,,1,-1,-1,-1,-1,
40538,0,,1,-1,-1,-1,-1,
40539,0,,1,-1,-1,-1,-1,
40540,0,,1,-1,-1,-1,-1,
40541,0,,1,-1,-1,-1,-1,
40542,0,,1,-1,-1,-1,-1,
40543,0,,1,-1,-1,-1,-1,
40544,0,,1,-1,-1,-1,-1,
40545,0,,1,-1,-1,-1,-1,
40546,0,,1,-1,-1,-1,-1,
40547,0,,1,-1,-1,-1,-1,
40548,0,,1,-1,-1,-1,-1,
40549,0,,1,-1,-1,-1,-1,
40550,0,,1,-1,-1,-1,-1,
40551,0,,1,-1,-1,-1,-1,
40552,0,,1,-1,-1,-1,-1,
40553,0,,1,-1,-1,-1,-1,
40554,0,,1,-1,-1,-1,-1,
40555,0,,1,-1,-1,-1,-1,
40556,0,,1,-1,-1,-1,-1,
40557,0,,1,-1,-1,-1,-1,
40558,0,,1,-1,-1,-1,-1,
40559,0,,1,-1,-1,-1,-1,
40560,0,,1,-1,-1,-1,-1,
40561,0,,1,-1,-1,-1,-1,
40562,0,,1,-1,-1,-1,-1,
40563,0,,1,-1,-1,-1,-1,
40564,0,,1,-1,-1,-1,-1,
40565,0,,1,-1,-1,-1,-1,
40566,0,,1,-1,-1,-1,-1,
40567,0,,1,-1,-1,-1,-1,
40568,0,,1,-1,-1,-1,-1,
40569,0,,1,-1,-1,-1,-1,
40570,0,,1,-1,-1,-1,-1,
40571,0,,1,-1,-1,-1,-1,
40572,0,,1,-1,-1,-1,-1,
40573,0,,1,-1,-1,-1,-1,
40574,0,,1,-1,-1,-1,-1,
40575,0,,1,-1,-1,-1,-1,
40576,0,,1,-1,-1,-1,-1,
40577,0,,1,-1,-1,-1,-1,
40578,0,,1,-1,-1,-1,-1,
40579,0,,1,-1,-1,-1,-1,
40580,0,,1,-1,-1,-1,-1,
40581,0,,1,-1,-1,-1,-1,
40582,0,,1,-1,-1,-1,-1,
40583,0,,1,-1,-1,-1,-1,
40584,0,,1,-1,-1,-1,-1,
40585,0,,1,-1,-1,-1,-1,
40586,0,,1,-1,-1,-1,-1,
40587,0,,1,-1,-1,-1,-1,
40588,0,,1,-1,-1,-1,-1,
40589,0,,1,-1,-1,-1,-1,
40590,0,,1,-1,-1,-1,-1,
40591,0,,1,-1,-1,-1,-1,
40592,0,,1,-1,-1,-1,-1,
40593,0,,1,-1,-1,-1,-1,
40594,0,,1,-1,-1,-1,-1,
40595,0,,1,-1,-1,-1,-1,
40596,0,,1,-1,-1,-1,-1,
40597,0,,1,-1,-1,-1,-1,
40598,0,,1,-1,-1,-1,-1,
40599,0,,1,-1,-1,-1,-1,
40600,0,,1,-1,-1,-1,-1,
40601,0,,1,-1,-1,-1,-1,
40602,0,,1,-1,-1,-1,-1,
40603,0,,1,-1,-1,-1,-1,
40604,0,,1,-1,-1,-1,-1,
40605,0,,1,-1,-1,-1,-1,
40606,0,,1,-1,-1,-1,-1,
40607,0,,1,-1,-1,-1,-1,
40608,0,,1,-1,-1,-1,-1,
40609,0,,1,-1,-1,-1,-1,
40610,0,,1,-1,-1,-1,-1,
40611,0,,1,-1,-1,-1,-1,
40612,0,,1,-1,-1,-1,-1,
40613,0,,1,-1,-1,-1,-1,
40614,0,,1,-1,-1,-1,-1,
40615,0,,1,-1,-1,-1,-1,
40616,0,,1,-1,-1,-1,-1,
40617,0,,1,-1,-1,-1,-1,
40618,0,,1,-1,-1,-1,-1,
40619,0,,1,-1,-1,-1,-1,
40620,0,,1,-1,-1,-1,-1,
40621,0,,1,-1,-1,-1,-1,
40622,0,,1,-1,-1,-1,-1,
40623,0,,1,-1,-1,-1,-1,
40624,0,,1,-1,-1,-1,-1,
40625,0,,1,-1,-1,-1,-1,
40626,0,,1,-1,-1,-1,-1,
40627,0,,1,-1,-1,-1,-1,
40628,0,,1,-1,-1,-1,-1,
40629,0,,1,-1,-1,-1,-1,
40630,0,,1,-1,-1,-1,-1,
40631,0,,1,-1,-1,-1,-1,
40632,0,,1,-1,-1,-1,-1,
40633,0,,1,-1,-1,-1,-1,
40634,0,,1,-1,-1,-1,-1,
40635,0,,1,-1,-1,-1,-1,
40636,0,,1,-1,-1,-1,-1,
40637,0,,1,-1,-1,-1,-1,
40638,0,,1,-1,-1,-1,-1,
40639,0,,1,-1,-1,-1,-1,
40640,0,,1,-1,-1,-1,-1,
40641,0,,1,-1,-1,-1,-1,
40642,0,,1,-1,-1,-1,-1,
40643,0,,1,-1,-1,-1,-1,
40644,0,,1,-1,-1,-1,-1,
40645,0,,1,-1,-1,-1,-1,
40646,0,,1,-1,-1,-1,-1,
40647,0,,1,-1,-1,-1,-1,
40648,0,,1,-1,-1,-1,-1,
40649,0,,1,-1,-1,-1,-1,
40650,0,,1,-1,-1,-1,-1,
40651,0,,1,-1,-1,-1,-1,
40652,0,,1,-1,-1,-1,-1,
40653,0,,1,-1,-1,-1,-1,
40654,0,,1,-1,-1,-1,-1,
40655,0,,1,-1,-1,-1,-1,
40656,0,,1,-1,-1,-1,-1,
40657,0,,1,-1,-1,-1,-1,
40658,0,,1,-1,-1,-1,-1,
40659,0,,1,-1,-1,-1,-1,
40660,0,,1,-1,-1,-1,-1,
40661,0,,1,-1,-1,-1,-1,
40662,0,,1,-1,-1,-1,-1,
40663,0,,1,-1,-1,-1,-1,
40664,0,,1,-1,-1,-1,-1,
40665,0,,1,-1,-1,-1,-1,
40666,0,,1,-1,-1,-1,-1,
40667,0,,1,-1,-1,-1,-1,
40668,0,,1,-1,-1,-1,-1,
40669,0,,1,-1,-1,-1,-1,
40670,0,,1,-1,-1,-1,-1,
40671,0,,1,-1,-1,-1,-1,
40672,0,,1,-1,-1,-1,-1,
40673,0,,1,-1,-1,-1,-1,
40674,0,,1,-1,-1,-1,-1,
40675,0,,1,-1,-1,-1,-1,
40676,0,,1,-1,-1,-1,-1,
40677,0,,1,-1,-1,-1,-1,
40678,0,,1,-1,-1,-1,-1,
40679,0,,1,-1,-1,-1,-1,
40680,0,,1,-1,-1,-1,-1,
40681,0,,1,-1,-1,-1,-1,
40682,0,,1,-1,-1,-1,-1,
40683,0,,1,-1,-1,-1,-1,
40684,0,,1,-1,-1,-1,-1,
40685,0,,1,-1,-1,-1,-1,
40686,0,,1,-1,-1,-1,-1,
40687,0,,1,-1,-1,-1,-1,
40688,0,,1,-1,-1,-1,-1,
40689,0,,1,-1,-1,-1,-1,
40690,0,,1,-1,-1,-1,-1,
40691,0,,1,-1,-1,-1,-1,
40692,0,,1,-1,-1,-1,-1,
40693,0,,1,-1,-1,-1,-1,
40694,0,,1,-1,-1,-1,-1,
40695,0,,1,-1,-1,-1,-1,
40696,0,,1,-1,-1,-1,-1,
40697,0,,1,-1,-1,-1,-1,
40698,0,,1,-1,-1,-1,-1,
40699,0,,1,-1,-1,-1,-1,
40700,0,,1,-1,-1,-1,-1,
40701,0,,1,-1,-1,-1,-1,
40702,0,,1,-1,-1,-1,-1,
40703,0,,1,-1,-1,-1,-1,
40704,0,,1,-1,-1,-1,-1,
40705,0,,1,-1,-1,-1,-1,
40706,0,,1,-1,-1,-1,-1,
40707,0,,1,-1,-1,-1,-1,
40708,0,,1,-1,-1,-1,-1,
40709,0,,1,-1,-1,-1,-1,
40710,0,,1,-1,-1,-1,-1,
40711,0,,1,-1,-1,-1,-1,
40712,0,,1,-1,-1,-1,-1,
40713,0,,1,-1,-1,-1,-1,
40714,0,,1,-1,-1,-1,-1,
40715,0,,1,-1,-1,-1,-1,
40716,0,,1,-1,-1,-1,-1,
40717,0,,1,-1,-1,-1,-1,
40718,0,,1,-1,-1,-1,-1,
40719,0,,1,-1,-1,-1,-1,
40720,0,,1,-1,-1,-1,-1,
40721,0,,1,-1,-1,-1,-1,
40722,0,,1,-1,-1,-1,-1,
40723,0,,1,-1,-1,-1,-1,
40724,0,,1,-1,-1,-1,-1,
40725,0,,1,-1,-1,-1,-1,
40726,0,,1,-1,-1,-1,-1,
40727,0,,1,-1,-1,-1,-1,
40728,0,,1,-1,-1,-1,-1,
40729,0,,1,-1,-1,-1,-1,
40730,0,,1,-1,-1,-1,-1,
40731,0,,1,-1,-1,-1,-1,
40732,0,,1,-1,-1,-1,-1,
40733,0,,1,-1,-1,-1,-1,
40734,0,,1,-1,-1,-1,-1,
40735,0,,1,-1,-1,-1,-1,
40736,0,,1,-1,-1,-1,-1,
40737,0,,1,-1,-1,-1,-1,
40738,0,,1,-1,-1,-1,-1,
40739,0,,1,-1,-1,-1,-1,
40740,0,,1,-1,-1,-1,-1,
40741,0,,1,-1,-1,-1,-1,
40742,0,,1,-1,-1,-1,-1,
40743,0,,1,-1,-1,-1,-1,
40744,0,,1,-1,-1,-1,-1,
40745,0,,1,-1,-1,-1,-1,
40746,0,,1,-1,-1,-1,-1,
40747,0,,1,-1,-1,-1,-1,
40748,0,,1,-1,-1,-1,-1,
40749,0,,1,-1,-1,-1,-1,
40750,0,,1,-1,-1,-1,-1,
40751,0,,1,-1,-1,-1,-1,
40752,0,,1,-1,-1,-1,-1,
40753,0,,1,-1,-1,-1,-1,
40754,0,,1,-1,-1,-1,-1,
40755,0,,1,-1,-1,-1,-1,
40756,0,,1,-1,-1,-1,-1,
40757,0,,1,-1,-1,-1,-1,
40758,0,,1,-1,-1,-1,-1,
40759,0,,1,-1,-1,-1,-1,
40760,0,,1,-1,-1,-1,-1,
40761,0,,1,-1,-1,-1,-1,
40762,0,,1,-1,-1,-1,-1,
40763,0,,1,-1,-1,-1,-1,
40764,0,,1,-1,-1,-1,-1,
40765,0,,1,-1,-1,-1,-1,
40766,0,,1,-1,-1,-1,-1,
40767,0,,1,-1,-1,-1,-1,
40768,0,,1,-1,-1,-1,-1,
40769,0,,1,-1,-1,-1,-1,
40770,0,,1,-1,-1,-1,-1,
40771,0,,1,-1,-1,-1,-1,
40772,0,,1,-1,-1,-1,-1,
40773,0,,1,-1,-1,-1,-1,
40774,0,,1,-1,-1,-1,-1,
40775,0,,1,-1,-1,-1,-1,
40776,0,,1,-1,-1,-1,-1,
40777,0,,1,-1,-1,-1,-1,
40778,0,,1,-1,-1,-1,-1,
40779,0,,1,-1,-1,-1,-1,
40780,0,,1,-1,-1,-1,-1,
40781,0,,1,-1,-1,-1,-1,
40782,0,,1,-1,-1,-1,-1,
40783,0,,1,-1,-1,-1,-1,
40784,0,,1,-1,-1,-1,-1,
40785,0,,1,-1,-1,-1,-1,
40786,0,,1,-1,-1,-1,-1,
40787,0,,1,-1,-1,-1,-1,
40788,0,,1,-1,-1,-1,-1,
40789,0,,1,-1,-1,-1,-1,
40790,0,,1,-1,-1,-1,-1,
40791,0,,1,-1,-1,-1,-1,
40792,0,,1,-1,-1,-1,-1,
40793,0,,1,-1,-1,-1,-1,
40794,0,,1,-1,-1,-1,-1,
40795,0,,1,-1,-1,-1,-1,
40796,0,,1,-1,-1,-1,-1,
40797,0,,1,-1,-1,-1,-1,
40798,0,,1,-1,-1,-1,-1,
40799,0,,1,-1,-1,-1,-1,
40800,0,,1,-1,-1,-1,-1,
40801,0,,1,-1,-1,-1,-1,
40802,0,,1,-1,-1,-1,-1,
40803,0,,1,-1,-1,-1,-1,
40804,0,,1,-1,-1,-1,-1,
40805,0,,1,-1,-1,-1,-1,
40806,0,,1,-1,-1,-1,-1,
40807,0,,1,-1,-1,-1,-1,
40808,0,,1,-1,-1,-1,-1,
40809,0,,1,-1,-1,-1,-1,
40810,0,,1,-1,-1,-1,-1,
40811,0,,1,-1,-1,-1,-1,
40812,0,,1,-1,-1,-1,-1,
40813,0,,1,-1,-1,-1,-1,
40814,0,,1,-1,-1,-1,-1,
40815,0,,1,-1,-1,-1,-1,
40816,0,,1,-1,-1,-1,-1,
40817,0,,1,-1,-1,-1,-1,
40818,0,,1,-1,-1,-1,-1,
40819,0,,1,-1,-1,-1,-1,
40820,0,,1,-1,-1,-1,-1,
40821,0,,1,-1,-1,-1,-1,
40822,0,,1,-1,-1,-1,-1,
40823,0,,1,-1,-1,-1,-1,
40824,0,,1,-1,-1,-1,-1,
40825,0,,1,-1,-1,-1,-1,
40826,0,,1,-1,-1,-1,-1,
40827,0,,1,-1,-1,-1,-1,
40828,0,,1,-1,-1,-1,-1,
40829,0,,1,-1,-1,-1,-1,
40830,0,,1,-1,-1,-1,-1,
40831,0,,1,-1,-1,-1,-1,
40832,0,,1,-1,-1,-1,-1,
40833,0,,1,-1,-1,-1,-1,
40834,0,,1,-1,-1,-1,-1,
40835,0,,1,-1,-1,-1,-1,
40836,0,,1,-1,-1,-1,-1,
40837,0,,1,-1,-1,-1,-1,
40838,0,,1,-1,-1,-1,-1,
40839,0,,1,-1,-1,-1,-1,
